    1  103  566    2    2    4    4   15  103:Hafen 4 SW
    1  104  570    2    3    6    6   15  104:Hafen 5 SO
    1  105  576    3    2    6    6   15  105:Hafen 5 NO
    1  106  582    2    3    6    6   15  106:Hafen 5 NW
    1  107  588    3    2    6    6   15  107:Hafen 5 SW
    1  108  594    3    3    9    9    9  108:Sphinx
    1  109  603    1    1    1    1    1  109:Surf-Verleih
    1  110  604    1    1    1    1    1  110:Big Ben
    1  111  615    3    3    9    9    1  111:TennisWM leer
    1  112  624    3    3    9    9    1  112:TennisWM voll
    1  113  633    1    3    3    3    1  113:SurfWM leer SO
    1  114  636    3    1    3    3    1  114:SurfWM leer NO
    1  115  639    1    3    3    3    1  115:SurfWM leer NW
    1  116  642    3    1    3    3    1  116:SurfWM leer SW
    1  117  645    1    3    3    3    1  117:SurfWM voll SO
    1  118  648    3    1    3    3    1  118:SurfWM voll NO
    1  119  651    1    3    3    3    1  119:SurfWM voll NW
    1  120  654    3    1    3    3    1  120:SurfWM voll SW
    1  122  657    1    2    2    2    1  121:MissHI leer SW
    1  121  659    2    1    2    2    1  122:MissHI leer SO
    1  124  661    1    2    2    2    1  123:MissHI voll SW
    1  123  663    2    1    2    2    1  124:MissHI voll SO
    1  125  665    2    2    4    4    4  125:Pyramide
    1  126  669    2    2    4    4    4  126:Brandenburger Tor
            673
Hausvariationen          Blockanzahl
     GedrehtesHaus
          Hauspos             Bloeckeinsgesamt
               xBloecke             WoistGrafik
                    yBloecke

